Job_ID|Job_Details|Benefits|Full_Desc|Hiring_Ins|Pay Rate|Job Type|Salary Range Lower|Salary Range Upper|Salary Average
423|job details salary from 65000 a year job type fulltime|"benefits
pulled from the full job description
401k
401k matching
dental insurance
health insurance
opportunities for advancement
paid time off
tuition reimbursement
vision insurance"|horizon health and wellness inc has offered quality healthcare services to central and southern arizona for over 40 years our mission is to enhance the quality of life of the individuals families and communities we serve and empower them to attain their optimum potential our most important organizational philosophy is kindness matters it is how we do our business and an essential component in all of our interactions with our patients and with each other we offer professional development and career advancement opportunities competitive compensation hire bonus eligible medical dental vision insurance 401k investment plan with company match generous paid time off and paid holidays tuition reimbursement the opportunity to help us make a difference in the lives of the patients and communities we serve base salary starting at 65000 depending on experience we are seeking a detail orientated professional with strong background in sql and a passion for data analysis and data management the database analyst will be responsible for designing analyzing implementing and maintaining reports and queries across multiple sources primarily using sql the database analyst works to provide accurate summaries for leadership and easy to navigate information for clinical staff while working diligently to ensure the integrity and reliability of all data we are looking for someone who is determined creative and interested in working to ensure patients get outstanding services that will help them live longer happier healthier lives qualifications required minimum of high school diploma or ged 2 years of experience with sql structured query language must be at least 21 years of age or older possess valid drivers license with acceptable driving record must obtain and maintain fingerprint clearance card and pass a background check technical qualifications required proficiency using sql against relational databases to analyze code interpret and execute reports and queries design develop and maintain reports using sql write complex sql queries to extract and manipulate data analyze data to identify trends and patterns excellent working knowledge of relational databases table structure and entity relationships strong analytical and problemsolving skills ability to accurately document all assignments possess strong time management skills ability to prioritize escalate and competing projects and requests appropriately working knowledgefamiliarity with electronic record keeping possess strong computer skills and a variety of computer programs and audiovisual equipment demonstrates ability to research develop and disseminate easy to understand information collaborate with crossfunctional teams to gather requirements and resolve datarelated issues interpersonal qualifications required ability to effectively provide timely information to executive leadership used to make strategic decisions superior communication skills both written and verbal and be able to communicate technical ideas effectively possess the ability to interact with all staff and participants with cultural competency and with respect for diversity ability to develop and maintain strong working relationships must be a team player must work in conjunction with staff in a supportive way to troubleshoot resolve issues and accomplish a goal ability to make recommendations concerning operational procedures ability to work with minimal supervision work both independently and collaboratively qualification preferred prior experience in the health care setting 2 years of experience with power bi proficiency in creating professional reports and dashboards in microsoft power bi 2 years of experience with ssrs sql server reporting services skills utilizing ssrs sql server reporting services|Hiring Insights Job activity Posted 30+ days ago|Yearly|NA|NA|NA|65000
424|job details salary 108000  146000 a year job type fulltime|"benefits
pulled from the full job description
401k
commuter assistance
dental insurance
disability insurance
flexible spending account
health insurance
life insurance
paid time off
vision insurance"|our mission  we exist to power better care  we are on a mission to power better care by optimizing every patient journey we help payers providers and life sciences companies deliver better care therapies and outcomes by delivering the most actionable patient journey insights and valuebased payments platform with clarify healthcare organizations benefit from big data efficiencies and selfservice ondemand enterprise insights that light the path to highervalue care  clarify is looking for a senior healthcare data analyst with experience in valuebased care vbc vbc contracts and healthcare claims to join our team as an analyst you will play a critical role in helping clarify health solutions achieve its mission of transforming healthcare through datadriven insights you will work with teams to produce analytics implement new clients develop new features and qa various stages of clarify’s vbc product pipeline  does this sound like you you have an enthusiastic energetic personality inquiring investigative mind you are highly analytical selfstarter with a drive to execution you desire to learn and drive process improvement you take great care in the details you value working with hardworking curious and supportive teammates you embrace change as an opportunity to learn you believe diversity of thought improves our outcomes you have strong communication skills – written and oral you have a low ego and focus on organizational success the senior healthcare data analyst will have a range of responsibilities including but not limited to develop and maintain analytical models reports and dashboards to support product development decisions maintain and improve existing data pipelines and develop new ones as needed collaborate with the engineering team to implement analytic methods into scalable products collaborate with crossfunctional teams to define metrics collect data and identify opportunities to improve clarify products support client implementation teams when developing new product features develop and implement quality assurance processes and standards produce exceptional process and technical documentation we are always looking for new team members who will add to our culture and have a strong passion for impact in particular the healthcare data senior associate will have 2 years of experience working with healthcare data – solid understanding of data structures required experience with sql and python programming required experience with software and product pipeline development preferred experience with valuebased contract operations within a provider group payer cms vendors or consulting firms preferred experience with successfully completing annual settlement calculations for vbc contracts preferred a bachelors or masters degree in data analytics related fields such as statistics computer science data science economics or engineering proven ability to analytically problem solve in a dynamic and complex environment required ability to learn quickly think independently and develop new processesanalyses what we offer you competitive compensation 108k146k base  bonus  equity quality health insurance traditional 401k plan vision dental disability and life insurance flexible spending accounts and commuter benefits generous pto flexibility monthly wellness stipend remote friendly a collaborative workplace which will challenge you and celebrate your work a chance to learn with and from interesting and enthusiastic colleagues don’t meet every single requirement at clarify we are dedicated to building a diverse inclusive and authentic workplace so if you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description we encourage you to apply anyway you may be just the right candidate for this or other roles we believe that a happy diverse and impactdriven team is critical to our mission of transforming healthcare having a diverse team allows us to bring more ideas to the table when working on lighting the path to highervalue care we embrace employees and applicants of all backgrounds including those of traditionally underrepresented groups with this in mind we do not discriminate against any employee or applicant because of race color sex age national origin religion sexual orientation gender identity status as a veteran the basis of disability homelessness or any other federal state or local protected class|Hiring Insights Job activity Posted 30+ days ago|Yearly|NA|108000|146000|127000.0
425|job details job type fulltime|na|wiliot was founded by the team that invented one of the technologies at the heart of 5g their next vision was to develop an iot sticker a computing element that can power itself by harvesting radio frequency energy bringing connectivity and intelligence to everyday products and packaging things previously disconnect from the iot this revolutionary mixture of cloud and semiconductor technology is being used by some of the world’s largest consumer retail food and pharmaceutical companies to change the way we make distribute sell use and recycle products our investors include softbank amazon alibaba verizon ntt docomo qualcomm and pepsico we are growing fast and need people that want to be part of the journey commercializing sensing as a service and enabling “intelligence for everyday thing” this role offers a unique opportunity to engage in tactical data exploration and to build out solutions on top of the insights you identify you will sift through massive amounts of data to discover “ah ha” moments for key customers that connect the dots between our technology and their key problems you will then work with internal teams and key customer teams to turn these insights into integrated solutions creativity curiosity and resilience are key for this role as you often won’t know what we’re looking for until we’ve found it  requirements bachelors degree in math cs data scienceengineering or equivalent analytical degree 25 years of relevant professional experience strong python skills experience with spark strongly preferred visualization tools experience including ui design plotly tableau powerbi grafana understanding of statistical analysis and relational database structures sql influxdb a plus strong analytical and quantitative problemsolving abilities excellent interpersonal and communication skills ability to be selfsufficient and execute quickly when given autonomy experience with iot data streams and business context a plus flexible team player who will thrive in a dynamic constantly evolving environment lihybrid  responsibilities participate in customer meetings and carefully listen for pain points and business problems develop visualization interfaces internally and in customer systems to maximize data value and useability in the customer business context mold real time series data stream into actional insights hunt to uncover new insights in data generated by customer deployments build and deliver technical presentations to customers communicate effectively with engineers from many disciplines including algorithm software and hardware engineers work with internal product teams and customer teams to turn insights into integrated solutions|Hiring Insights Job activity Posted 7 days ago|NA|NA|NA|NA|NA
426|na|"benefits
pulled from the full job description
401k
401k matching
dental insurance
health insurance
professional development assistance
vision insurance"|toast is driven by building the restaurant platform that helps restaurants adapt take control and get back to what they do best building the businesses they love the toast education team strives to enable our customers partners and employees to thrive and empower the toast community through engaging impactful learning experiences we achieve this through various methods of education including video written content elearnings inproduct walkthroughs and more in the senior data analyst role youll be responsible for identifying and communicating datadriven insights that allow the toast education team and crossfunctional stakeholders to make informed decisions the senior data analyst will collect analyze and interpret data while providing actionable insights and clearly showing the departments impact on business goals about this roll responsibilities structure large data sets interpret data analyze results using statistical techniques and provide ongoing reports for key business needs and kpis develop and implement databases data collection systems data analysis tools and other strategies that optimize statistical efficiency and quality prepare reports for leadership that effectively communicate trends patterns and predictions using relevant data acquire data from primary and secondary sources and maintain databases including but not limited to heap workramp vidyard asana and jira provides technical support and training to the teams on tools and data governance through the use of office hours collaborate with department leadership to identify opportunities for process improvements recommends system modifications and develop policies for governance partner with business intelligence and other crossfunctional teams to make connections between data visualization tools in order to show impact on business goals in an automated and streamlined manner build a strong understanding of toast education kpis and drivers to be able to pinpoint where we can be improving crossdepartmentally works closely with all internal teams to develop the strategy for longterm data platform architecture for the department set up new platforms and uncover data capabilities to identify insights and better set up the team to be able to measure impact do you have the right ingredients requirements 3 years experience in a dataintensive role data analysis data science etc previous experience with customer education learningtraining development support experience highly preferred experience with analyzing and interpreting data from multiple sources knowledge of how to use data to tell a story experience with gathering business requirements and translating them into data solutions ability to communicate sophisticated concepts effectively to a variety of audiences both technical and nontechnical you make the complicated simple experience with building data visualizations and dashboards to report data insights knowledge of sql proficient with data tools such as looker snowflake hex and heap special sauce nice to have knowledge andor experience with tools such as coveo pendo salesforce and workramp bachelors degree in data analytics or data science our spread of total rewards unlimited vacation sabbatical opportunity after five years professional development reimbursement program commitment to employee wellness through resources such as a quarterly wellness stipend various peer and company recognition programs 401k and matching medical dental  vision coverage mental health benefits subsidized backup childcare bread puns encouraged but not required  liremote the base salary range for this role is listed below the starting salary will be determined based on skills and experience in addition to base salary our total rewards components include cash compensation overtime bonuscommissions if eligible equity and benefits pay range 92000—147000 usd we are toasters diversity equity and inclusion is baked into our recipe for success at toast our employees are our secret ingredient when they are powered to succeed toast succeeds the restaurant industry is one of the most diverse industries we embrace and are excited by this diversity believing that only through authenticity inclusivity high standards of respect and trust and leading with humility will we be able to achieve our goals baking inclusive principles into our company and diversity into our design provides equitable opportunities for all and enhances our ability to be first in class in all aspects of our industry bready to make a change apply today toast is committed to creating an accessible and inclusive hiring process as part of this commitment we strive to provide reasonable accommodations for persons with disabilities to enable them to access the hiring process if you need an accommodation to access the job application or interview process please contact candidateaccommodationstoasttabcom|Hiring Insights Job activity Posted 30+ days ago|NA|NA|NA|NA|NA
427|job details salary 50000  70000 a year job type fulltime|"benefits
pulled from the full job description
401k
401k matching
dental insurance
disability insurance
employee assistance program
family leave
health insurance
health savings account
life insurance
paid time off
profit sharing
tuition reimbursement"|are you passionate about delivering trusted advice that improves lives our opportunity may be for you the health benefits data analyst will have the opportunity to be a key contributor in a segment of our employee benefits business that is undergoing significant growth and is viewed as integral to the company’s client value proposition primary responsibilities will involve analyzing benefits claims experience clientbased products and services to enhance consulting capabilities deliverables and services the health benefits data analyst analyze benefits claims data and contributes to our revenue growth initiatives the health benefits data analyst is continuously working to expand their knowledge expertise and skills and contributes to a work culture that is diverse and inclusive success in the role requires ability to juggle multiple client projects and collaborate effectively with the team including consultants auditors client relationship managers vendors and clients essential functions perform data analysis and technical review of contracts financial arrangements and program effectiveness collaborate with the other team members on client assignments and managing client projects and service delivery initiatives eg proposals audits negotiations contract reviews etc supporting the growth of segal’s benefit audit solutions business by working with others to assist with sales and marketing initiatives including proposal writing supporting audits initiatives and innovations to the practice  qualifications basic sql coding or other large data set manipulation experience is required knowledge of python is a plus advanced knowledge of microsoft products such as excel word and powerpoint is required 1 to 3 years of financial experience within a pbm andor benefits consulting environment providing technical review and analysis of data contracts financial arrangements and program effectiveness is highly preferred knowledge of providers products services financial data reporting contracting and negotiating elements and processes is preferred bachelor’s degree in business actuarial science mathematics public healthcare or a related discipline master’s degree in healthcare informatics of other graduate level health discipline is highly preferred strong technicalanalytical and problem solving skills demonstrated project management and multitasking abilities effective communication interpersonal and negotiation skills previous internships in industry and knowledge of industry a plus curiosity and aptitude to stay current as trends and technologies change strong organizational and detail skills effective communicator oralwritten and relationship building skills required to work effectively with project and development teams diversity equity  inclusion at segal we recognize that individuals bring a broad range of experience and abilities that go beyond the technical requirements of a job if your experience and qualifications are close to what you see described here we encourage you to apply diversity of employment skills and life experience combined with passion are key to innovation and excellence we encourage individuals including but not limited to women minorities the disabled and protected veterans and those from all other backgrounds to apply to our positions please let us know if you require accommodation during the interview process and…thank you for considering segal about segal and its total rewards program segal is a privately owned leading north american employee benefit human resources and investment management consulting firm with over 80 years of history providing trusted advice that improves lives clients include public and private corporations multiemployer trust funds public sector entities higher education institutions institutional advisors among many others segal’s total rewards are part of what makes segal a special place to work the current salary range for this position is 50000 to 70000 plus opportunity for a discretionary performance bonus based on company profitability and employee performance in addition segal offers a comprehensive suite of benefits to include a noncontributory defined benefit pension plan matching and discretionary contributions to a 401k profit sharing plan medical and prescription benefits including contributions to a health savings account for eligible employees dental benefits life insurance disability insurance an employee assistance program wellness benefit reimbursements and rewards and professional credential and tuition reimbursement segal also provides comprehensive paid time off including holidays vacation days sick leave paid family leave and sabbaticals please apply segal is the right size the right organization and…the right move for you please apply now liremote  primary location  usilchicago job  consulting  nonactuarial benefits organization  sp  benefit audit solutions schedule  regular regular employee employee status  entry level job type  fulltime travel  yes 10  of the time job posting  apr 10 2023 55822 pm|Hiring Insights Job activity Posted Today|Yearly|NA|50000|70000|60000.0
428|job details salary 67035  85469 a year job type fulltime|"benefits
pulled from the full job description
401k
dental insurance
health insurance
paid time off
vision insurance"|panoramic health ph is the largest physiciandriven nephrology organization in usa it’s 350 physicians provide care to over 400000 chronic kidney disease ckd and dialysis patients we use advanced scientific techniques forecasting and machine learning to predict clinical and financial outcomes in order to guide investments and deliver results that improve health outcomes and reduce costs  the data analyst is a virtual role that can be worked from anywhere in the us our corporate offices are located in tempe az  the data analyst is responsible for using their knowledge of data processing software and business development strategies to provide sound business decisions to company executives duties include collaborating with other data professionals to extract data figures creating reports based on their findings and monitoring key performance indicators kpis to determine business initiatives’ success  duties and responsibilities  quickly build a working knowledge of company’s core analytics platform such as electronic health record data warehouse etc create and maintain end to end knowledge of the products and their usage partner with business teams clinical operations clinical research to provide insights for business teams gather business requirements and create user stories analyze clinical operations and claim data to provide insights for business teams create and execute project work plans and revises as appropriate to meet changing needs and requirements review deliverables prepared by team for quality and accuracy perform user acceptance testing to validate the deliverables meet the business requirements user stories and solution design create and execute project work plans and revises as appropriate to meet changing needs and requirements monitor issues and risks that may affect the project deliverables resolve andor escalate issues in a timely fashion analyze userreported problems and issues to determine corrective action coordinate project planning delivery and execution with internal resources and vendors adhere to department documentation policies and procedures perform other duties and responsibilities as required assigned or requested functional and technical competencies demonstrated track record of successful projects previous experience in the business and data analytics projects and tools at least 3 years’ experience with microsoft sql server strong proficiency with sql and its variation among popular databases skilled at optimizing large complicated tsql statements and index design experience in reporting tools like ssrs andor powerbi expertise in wait statistics execution plan analysis extended events and dynamic management views in sql server familiarity in data visualization tools like aws quicksight or tableau familiarity with data analytics platforms data ingestion etl predictive model ai ml familiarity with healthcare file standards like hl7 fhir ccda preferred capable of troubleshooting common database issues and optimizing performance proficient understanding of code versioning tools such as github and framework such as azure ftpsftpvpn protocols knowledge of ehr systems specifically athena healthnet acumen epic beneficial deep proficiency in standard applications such as microsoft word excel and project educationtraining and certification licensure registration requirements  bachelor’s degree in computer science or related subject experience  at least 3 years of experience as a businessdatasystem analyst in information technology departmentdivision within healthcare industry 3 years’ experience with data analytics projects and tools environment andor physical factors  prolonged periods of sitting at a desk and working on a computer must be able to lift up to 15 pounds at a time desired qualifications  familiarity with software development life cycle sdlc agile and waterfall processes ability to work in a fastpaced resultdriven and complex healthcare setting excellent analytical problem solving organization and time management skills liremote  this role has a salary range of 67035  85469 and regular fulltime employees working 30 or more hours per week are eligible for comprehensive benefits including medical dental vision life 401k paid time off pto  the company is committed to the principles of equal employment we are committed to complying with all federal state and local laws providing equal employment opportunities and all other employment laws and regulations it is our intent to maintain a work environment which is free of harassment discrimination or retaliation because of age race color national origin ancestry religion sex pregnancy including childbirth lactation and related medical conditions physical or mental disability genetic information including testing and characteristics veteran status uniformed servicemember status or any other status protected by federal state or local laws the company is dedicated to the fulfillment of this policy in regard to all aspects of employment including but not limited to recruiting hiring placement transfer training promotion rates of pay and other compensation termination and all other terms conditions and privileges of employment  for information about our privacy policy please visit here|Hiring Insights Job activity Posted 30+ days ago|Yearly|NA|67035|85469|76252.0
429|na|na|we are seeking a highly skilled customer data analyst to join our rapidly growing organization the ideal candidate will have a strong background in analyzing customer data at all touchpoints including inapplication events and external data sources such as blockchain transactions you will be responsible for capturing and analyzing customer data to create a holistic understanding of the customer journey across our suite of officially licensed ufc digital products including digital collectibles online games web applications and marketplaces  the product data analyst will report to the vp of product responsibilities capture and analyze customer data at all touchpoints both within and outside our applications to gain insights into customer behavior and preferences leverage frontend analytics tools to monitor and assess user interactions with our products and services query and analyze data in our data warehouse to create a comprehensive view of the customer journey across all products and services collaborate with product managers marketing teams and developers to optimize the customer experience and drive product improvements identify trends patterns and opportunities to enhance customer engagement retention and satisfaction collaborate with crossfunctional teams to design deliver and analyze experiments in order to derisk product development and investment decisions create and present datadriven reports and recommendations to stakeholders providing actionable insights for decisionmaking maintain a strong understanding of the latest industry trends and advancements in data analytics customer experience and blockchain technologies ensure data quality integrity and compliance with relevant data protection regulations  requirements bachelors degree in data science computer science statistics or a related field 3 years of experience in data analytics with a focus on customer data and user experience analysis strong knowledge of frontend analytics tools eg google analytics mixpanel and data visualization tools eg metabase tableau proficiency in querying and analyzing data in data warehouses using sql and other relevant data analysis tools familiarity with blockchain technology and its applications particularly in the context of nfts and digital collectibles excellent analytical problemsolving and critical thinking skills strong communication and presentation skills with the ability to effectively convey complex data and insights to both technical and nontechnical audiences ability to work independently and collaboratively in a fastpaced dynamic environment passion for ufc ultimate fighting championship and its fanbase is a significant benefit please note this job description is not designed to cover or contain a comprehensive listing of activities duties or responsibilities that are required of the employee for this job in addition duties responsibilities and activities may change at any time with or without notice base compensation is doe the base range is 85110k|Hiring Insights Job activity Posted 5 days ago|NA|NA|NA|NA|NA
430|job details job type contract|na|minimum requirements years skillsexperience 810 experience in planning leading gathering and analyzing reporting requirements and developing report specifications complex test scenarios and test plans in cooperation with business and technical groups 810 experience preparing and executing test plans leading and assisting team members in performing and completing test activities performing testing and documentingcommunicating testing results 810 experience simultaneously collecting requirements across multiple program areas or organizations that are geographically dispersed and that have varying business needs 4  8 data warehouse experience 4  8 experience reviewing data conversion mapping documents and analyzing downstream effects on reporting from the new system|Hiring Insights Job activity Posted 12 days ago|NA|NA|NA|NA|NA
431|job details salary 59516  140334 a year job type fulltime internship|na|responsibilities of this role set up and facilitate meetings with stakeholders to understand business processes pain points and project requirements understand program needs and document clear and detailed business requirements including the creation of process flows acts as a translator between the stakeholder and other team members to help the business team understand the client’s vision operate in both an agile and traditional waterfall environments while actively supporting deliverable creation and delivery qualifications ba or bs is required 1 years of experience as a business analyst or relevant professional experience in a variety of backgrounds and industries experience working in and utilizing various business analysis techniques with agile and or traditional project management principles skills required strong analytical planning and organization skills excellent presentation and written communication skills with experience interacting at all levels including at the executive level solid understanding of and demonstrated experience in using project management tools such as powerpoint excel microsoft project visio and all office tools ability to travel for work as needed job types fulltime internship salary 5951643  14033384 per year schedule monday to friday ability to commuterelocate new york ny 10001 reliably commute or planning to relocate before starting work required work location hybrid remote in new york ny 10001|Hiring Insights On-going need to fill this role Urgently hiring Job activity Employer reviewed job 20 days ago Posted 21 days ago|Yearly|NA|59516|140334|99925.0
432|job details salary 80000  105000 a year job type fulltime|na|location 4900 tiedeman road  brooklyn ohio 441442302 job brief purpose reporting to the director of data enablement this role is responsible for monitoring configuring troubleshooting and maintaining external reporting systems specifically axiomsl the analyst will serve as the system administrator for axiomsl controllerview and will consult with and advise the regulatory reporting team on the best design needed to deliver all required regulatory reports in the most effective and efficient manner essential job functions serve as the primary point of contact for questions or issues related to axiomsl controllerview software monitor document and manage daytoday processes for controllerview and reg reporter work with various technical teams and third parties to coordinate production support activities such as server upgrades software releases enhancements disaster recovery tests etc troubleshoot reporting issues as necessary and escalate items appropriately coordinate test assess and assist in the deployment of new functions and features assist and support the external reporting team with reporting processes and procedures educating team members on system functionality configuration and design collaborate between various data teams as well as third parties to to support solutions for regulatory reports such as fr2900 fr2052a ffiec031 fry9c fdic 370 etc maintain procedures and system configuration documentation comply fully with all key’s compliance policies procedures operational risk controls and regulatory requirements working outside of normal business hours will be necessary at times required qualificationscompetencies 35 years of experience in computer programming systems architecture or information technology or related areas strong verbal and written communication skills organized selfstarter with the ability to think and work independently and creatively attention to detail which includes follow up andor escalation of issues when necessary experience supporting troubleshooting and resolving both user and system related issues with financial system reporting environments eg workday axiomsl wdeskwdata vermeg cognos essbase oracle qrm etc ability to adapt to changing business needs and requirements quantitative analytical problem solving and decisionmaking skills possess a continuous improvement mindset action oriented takes initiative to challenge current processes and implement change ability to understand and interpret client requestsneeds and respond to questions with clear and effective answers and give cohesive presentations proven team player willing to assist others as needed to ensure that group deadlines are met and quality standards are achieved microsoft office suite proficiency excel word access powerpoint teams preferred skills axiomsl controllerview configuration and implementation experience bachelor’s degree computer science finance accounting or related field financial services industry experience proficiency in using analytical tools db2 sql visual basic sas eg tableau etc compensation and benefits this position is eligible to earn a base salary in the range of 80000 to 105000 annually depending on jobrelated factors such as level of experience compensation for this role also includes eligibility for shortterm incentive compensation and deferred incentive compensation subject to individual and company performance please click here for a list of benefits for which this position is eligible  please click here for a list of benefits for which this position is eligible key has implemented a rolebased mobile by design approach to our employee workspaces dedicating space to those whose roles require specific workspaces while providing flexible options for roles which are less dependent on assigned workspaces and can be performed effectively in a mobile environment as a result this role may be mobile or home based which means you may work either at a home office or in a key facility to perform your job duties keycorp is an equal opportunity and affirmative action employer committed to building a diverse equitable and inclusive culture all qualified applicants will receive consideration for employment without regard to race color religion sex sexual orientation gender identity national origin disability veteran status or other protected category  qualified individuals with disabilities or disabled veterans who are unable or limited in their ability to apply on this site may request reasonable accommodations by emailing hrcompliancekeybankcom   liremote|Hiring Insights Job activity Posted today|Yearly|NA|80000|105000|92500.0
433|job details salary 110300  142780 a year job type fulltime|na|job summary  this individual contributor is primarily responsible for driving strategic datainformed decisions gathering data and information on targeted variables in an established systematic fashion and preparing data for analytic efforts  this position executes creative data analytic approaches leading to actionable outcomes interprets data analyses and develops analytical andor statistical models enabling informed business decisions  essential responsibilities   practices selfdevelopment and promotes learning in others by proactively providing information resources advice and expertise with coworkers and customers building relationships with crossfunctional stakeholders influencing others through technical explanations and examples adapting to competing demands and new responsibilities listening and responding to seeking and addressing performance feedback providing feedback to others creating and executing plans to capitalize on strengths and develop weaknesses supporting team collaboration and adapting to and learning from change difficulties and feedback  completes work assignments and supports businessspecific projects by applying expertise in subject area supporting the development of work plans to meet business priorities and deadlines ensuring team follows all procedures and policies coordinating resources to accomplish priorities and deadlines collaborating crossfunctionally to make effective business decisions solving complex problems escalating high priority issues or risks as appropriate and recognizing and capitalizing on improvement opportunities  interprets data analyses by applying findings to contextual settings and developing insights reports and presentations telling a compelling story to stakeholders to enable and influence decision making and providing context related to data interpretations andor limitations as appropriate  executes creative data analytic approaches leading to actionable outcomes by defining and calculating metrics to be analyzed defining calculating and validating algorithms and conducting analyses including descriptive correlational inferential andor predictive statistics  develops analytical andor statistical models enabling informed business decisions by determining data and analytical requirements creating models leading to actionable insights and testing refining and validating models  gathers data and information on targeted variables in an established systematic fashion by validating data sources querying merging and extracting data across sources completing routine data refresh and update developing andor delivering tools for electronic data collection and providing user training support and documentation  drives strategic datainformed decisions by consulting with clients to identify and clarify key business needs developing outcomes and process measures translating business requirements determining datainformation needs and data collection methods developing analysis plans measuring the impact of business decisions on clients customers andor members working with clients and staff to identify opportunities and methods to improve efficiencies with analysis supporting and training endusers and documenting processes and deliverables  prepares data for analytic efforts by integrating and consolidating data ensuring data quality and accuracy profiling data inaccuracies and recommending process improvements or system changes to enhance overall quality of the data and cleaning and creating final data sets for analysis  minimum qualifications minimum one 1 year experience in a leadership role with or without direct reports bachelors degree in mathematics statistics engineering socialphysicallife science business or related field and minimum five 5 years experience in data analytics or a directly related field additional equivalent work experience in a directly related field may be substituted for the degree requirement na  preferred qualifications three 3 years experience working with sql three 3 years experience working with sas three 3 years programming experience three 3 years experience working with tableau two 2 years experience delivering presentations to management one 1 year health care experience three 3 years experience working with open source tools e g  r python masters degree in mathematics statistics engineering socialphysicallife science business or related field  primarylocation  californiapasadena199 s los robles hoursperweek  40 shift  day workdays  mon tue wed thu fri workinghoursstart  0800 am workinghoursend  0500 pm job schedule  fulltime job type  standard employee status  regular employee groupunion affiliation  nuescal01nuenon union employee job level  individual contributor job category  data analytics department  199 s los robles  imaging solution design  0806 travel  no kaiser permanente is an equal opportunity employer committed to a diverse and inclusive workforce applicants will receive consideration for employment without regard to race color religion sex including pregnancy age sexual orientation national origin marital status parental status ancestry disability gender identity veteran status genetic information other distinguishing characteristics of diversity and inclusion or any other protected status|Hiring Insights Job activity Posted 30+ days ago|Yearly|NA|110300|142780|126540.0
434|job details job type fulltime|"benefits
pulled from the full job description
401k
dental insurance
health insurance
paid time off"|summary the senior analyst  fpa is responsible for tracking financial performance of maintenance capital expense forecasting and variance analysis assists and supports short and longterm maintenance capital and om expense planning activities essential duties and responsibilities perform detailed variance analysis of actual financial results versus plan forecast and key performance metrics identify trends in variances and make recommendations for financial improvement and optimization to management work closely with accounting to ensure accurate financial reporting coordinate with field analysts operations management and project managers to accurately budget and forecast projects appropriately categorize projects as growth maintenance or expense in accordance with energy transfer’s corporate capitalization guidelines assist in the preparation of monthly quarterly and annual performance management reporting of maintenance capital for executives board of directors and investor groups support the companywide annual maintenance capital planning process and subsequent monthly forecasting process increase productivity and efficiency by developing automated reports and processes provide support for earnings releases 10k 10q and other external financial reporting contribute to overall corporate financial planning and analysis team goals as needed requirements education andor experience knowledge skills  abilities to perform this job successfully an individual must be able to perform each essential job duty satisfactorily the requirements for this position are listed below undergraduate degree in finance accounting or business 58 years of experience in financial planning  analysis cost control or related role demonstrated analytical organizational and problemsolving skills must be highly proficient with ms excel and powerpoint highly organized with the ability to perform multiple tasks selfstarter with ability to learn quickly excellent communication skills both verbal and written ibm cognos tm1 experience preferred required experience is commensurate with the selected job level the associate analyst level requires a bachelor’s degree in accounting finance or related business field and 02 years of relevant experience the analyst level requires a bachelor’s degree in accounting finance or related business field and 25 years of relevant experience the senior analyst level requires a bachelor’s degree in accounting finance or related business field and 58 years of relevant experience software knowledge proficient use of financial systems and analysis tools including microsoft excel and powerbi with the ability to manipulate and analyze data sap experience or related erp preferred eoe job type fulltime benefits 401k dental insurance health insurance paid time off schedule monday to friday education bachelors preferred experience accounting 5 years required ibm cognos tm1 3 years preferred financial planning 5 years required sap 3 years preferred work location in person  health insurance|Hiring Insights Hiring 1 candidate for this role Urgently hiring Job activity 0 Posted 8 days ago|NA|NA|NA|NA|NA
